MFLCode,Latitude,Longitude,Method_Geocode,Source_Geocode,Date_Geocode,Province,District,Facility,Owner,Type,Division,Location,Sublocation,Nearest Town,Plot No,Constituency,Status,Off_Landline,Off_Mob,Off_Fax,Off_Email,Off_POBox,Off_Town,Off_PostCode,In Charge Name,ANC,ART,BEOC,Blood Tr,C Section,CEOC,FP,Growth,HCT,Inp,HBC,IMM,IMCI,Outp,PMTCT,Radiology,RHTC_RHDC,TB_Diag,TB_Labs,TB_Treat,Youth,Beds,Cots,CHWTrain,CHW
10988,-1.1784,36.75406,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Central,Kiambu East,Sacred Heart Dispensary,Other Faith Based,Dispensary,Kiambaa,Kiambaa,Thimbigua,Kiambu,,KIAMBAA,Operational,,,,,,,,Sr Nancy,,,,,,,Y,,,,,,,Y,,,,,,,,,,,
11023,,,No Geo Code,,12/31/99,Central,Kiambu East,St Ann Lioki Dispensary,Other Faith Based,Dispensary,Githunguri,Ikinu,Lioki,Kiambu,,GITHUNGURI,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11107,-1.13366,36.8083,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu East,Tinganga (PCEA) Dispensary,Other Faith Based,Dispensary,Kiambaa,Ndumberi,Tinganga,Kiambu,,KIAMBAA,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10018,-1.0459,36.6465,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Ahadi Maternity Dispensary,Private Medical Enterprise,Dispensary,Lari,Lari,Lari,Lari,,LARI,Operational,,,,,,,,,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
10050,-0.9829,36.6312,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Bathi Faith (ACK) Medical Dispensary,Christian Health Association of Kenya,Dispensary,Lari,Kijabe,Bathi,Magina,,LARI,Operational,,,,,P.O. Box 103,MATATHIA,221,E Karanja,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,0,0,,
10069,-1.08108,36.6171,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Bibirioni Health Centre,Other Faith Based,Health Centre,Lari,Limuru,Bibirioni,Murengeti,,LARI,Operational,,,,,P.O. Box 1468,LIMURU,217,Dominic Mburu Wairegi,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,0,0,,
10095,-1.21785,36.6945,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Chura Medical Clinic.,Private Medical Enterprise,Medical Clinic - Other,Kikuyu,Kabete,Chura,Kabete,,KABETE,Operational,,,,,,,,,Y,N,N,,N,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,0,0,,
10102,-1.21785,36.6945,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Cura (ACK) Medical Clinic,Christian Health Association of Kenya,Medical Clinic - Other,Kikuyu,Kabete,Cura,Wangige,,KABETE,Operational,,,,,P.O. Box 79,KIKUYU,902,Margaret Wangari Mungai,Y,N,Y,,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,0,0,,
10111,-1.08163,36.6238,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Dommy Medical Clinic,Private Medical Enterprise,Medical Clinic - Other,Limuru,Limuru,Bibirioni,Bibirioni,,LIMURU,Operational,,,,,P.O. Box 1293,LIMURU,217,Domitirus Wainaina,N,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,0,0,,
10158,-1.0459,36.6465,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Ebenezer Medical Clinic (Kiambu West),Private Medical Enterprise,Medical Clinic - Other,Lari,Lari,Lari,Uplands,,LIMURU,Operational,,,,,P.O. Box 258,UPLANDS,222,Mary Wambui Kihuna,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,1,0,,
10252,-1.16126,36.6689,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Gichuru Dispensary,Ministry of Health,Dispensary,Kikuyu,Kikuyu,Nderi,Kikuyu,,KABETE,Operational,,,,,P.O. Box 124,LIMURU,217,Lucy W Ngeru,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,1,0,,
10265,-1.02465,36.6706,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Githirioni Dispensary,Ministry of Health,Dispensary,Lari,Lari,Githirioni,Githirioni,,LARI,Operational,,,,,P.O. Box 124,LIMURU,217,Edison N Mwakuni,N,N,N,,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,0,0,,
10321,-1.19621,36.56731,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Holy Cross Thigio Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Limuru,Ndeiya,Thigio,Thigio,,LARI,Operational,,,,,P.O. Box 705,LIMURU,217,Sr Evelene,N,N,N,,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,0,0,,
10345,,,No Geo Code,,12/31/99,Central,Kiambu West,Imani Clinic (Kiambu West),Private Medical Enterprise,Medical Clinic - Other,Limuru,Limuru,Limuru,Limuru,,LIMURU,Operational,,,,,,,,Winnie Karori,Y,N,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,1,3,,
10351,-1.0459,36.6465,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Immanuel Medical Clinic,Private Medical Enterprise,Medical Clinic - Other,Lari,Kijabe,Lari,Kimende,,LARI,Operational,,,,,P.O. Box 64,MATATHIA,221,Esther Njuguna,Y,N,Y,,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
10394,-1.03483,36.7218,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Kagaa Dispensary,Ministry of Health,Dispensary,Lari,Kamburu,Kagaa,Kagaa,,LARI,Operational,,,,,P.O. Box 124,LIMURU,217,Rose Nyokabi Waweru,Y,N,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,10,2,,
10412,-1.00121,36.74343,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Kagwe Catholic Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Lari,Gatamiyo,Kagwe,Kagwe,,LARI,Operational,,,,,P.O. Box 450,KIAMBU,900,Sr Clara,Y,N,N,,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
10413,-1.00318,36.7243,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Kagwe Dispensary,Ministry of Health,Dispensary,Lari,Lari,Kagwe,Kagwe,,LARI,Operational,,,,,P.O. Box 124,LIMURU,217,Njihia,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,2,0,,
10414,-1.00448,36.7392,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Kagwe Health Centre,Other Faith Based,Health Centre,Lari,Lari,Kagwe,Kagwe,,LARI,Operational,,,,,P.O. Box 124,LIMURU,217,,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
10415,-1.00318,36.7243,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Kagwe Health Services Clinic,Private Medical Enterprise,Medical Clinic - Other,Lari,Lari,Kagwe,Kagwe,,LARI,Operational,,,,,,,,,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
10424,-1.2057,36.6756,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Kahuho Private Dispensary,Private Medical Enterprise,Dispensary,Kikuyu,Muguga,Kahuho,Kahuho,,KABETE,Operational,,,,,,,,Harman Kiarie,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,0,0,,
10440,-0.87025,36.624,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Kamae Forest Dispensary,Ministry of Health,Dispensary,Lari,Lari,Kamae,Kamae,,LARI,Operational,,,,,P.O. Box 124,LIMURU,217,Njenga,Y,N,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,2,0,,
10448,-1.02607,36.7519,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Kamburu (PCEA) Dispensary,Christian Health Association of Kenya,Dispensary,Lari,Kamburu,Kamburu,Kamburu,,LARI,Operational,,,,,,,,,Y,N,N,,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
10498,-1.08197,36.6816,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Karirana Dispensary,Other Private,Dispensary,Limuru,Karabaini,Kiawaroga,Limuru,,LIMURU,Operational,,,,,P.O. Box 39,LIMURU,217,Monica Kimotho,Y,N,Y,,N,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,2,0,,
10518,-1.0459,36.6465,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Kereita Health Centre,Private Medical Enterprise,Health Centre,Lari,Lari,Lari,Lari,,LARI,Operational,,,,,P.O. Box 124,LIMURU,217,Sr Jacinta,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
10527,-1.22475,36.7318,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Kiahuria Medical Clinic,Private Medical Enterprise,Medical Clinic - Other,Kikuyu,Kabete ,Kibichiku,Wangige,,KABETE,Operational,,,,,P.O. Box 104,WANGIGE,614,Timothy Nduati,Y,N,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,5,0,,
10602,-0.94349,36.59431,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Kijabe Hospital,Christian Health Association of Kenya,Other Hospital,Lari,Kijabe,Kijabe,Kijabe,,LARI,Operational,,,,,P.O. Box 20,KIJABE,220,Anne Ndungu,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,220,60,,
10603,-1.24504,36.66522,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Kikuyu (PCEA) Hospital,Christian Health Association of Kenya,Other Hospital,Kikuyu,Kikuyu,Kikuyu,Kikuyu,,KABETE,Operational,,,,,P.O. Box 45,KIKUYU,902,Dr  Maina,Y,Y,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,198,80,,
10604,-1.24719,36.6557,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Kikuyu Nursing Home,Private Medical Enterprise,Nursing home with Maternity,Kikuyu,Kikuyu,Kikuyu,Kikuyu,,KABETE,Operational,,,,,P.O. Box 305,KIKUYU,902,Mary Githu,Y,N,N,,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,42,4,,
10610,-0.964848,36.6338,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Kimende Orthodox Dispensary,Other Faith Based,Dispensary,Lari,Kijabe,Bathi,Kimende,,LARI,Operational,,,,,P.O. Box 9300221,MATATHIA,221,Samuel Maluwasi,Y,N,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,8,4,,
10613,-0.91126,36.61036,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Kinale Forest Dispensary,Ministry of Health,Dispensary,Lari,Lari,Kinale,Kinale,,LARI,Operational,,,,,P.O. Box 56 ,MATATHIA,221,Eliud Njoru,Y,Y,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,8,8,,
10623,-0.962393,36.6649,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Kireita Mission Dispensary,Other Faith Based,Dispensary,Lari,Lari,Kambaa,Kambaa,,LARI,Operational,,,,,P.O. Box 54,UPLANDS,222,Sr Veronica Ndungu,Y,N,N,,N,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,0,0,,
10629,-0.97,36.63,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Kiriita Forest Dispensary,Ministry of Health,Dispensary,Lari,Kijabe,Bathi,Kimende,,LARI,Operational,,,,,P.O. Box 84,KIJABE,220,Grace K Kariuki,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
10654,-1.19928,36.6589,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Lankia (PCEA) Dispensary,Christian Health Association of Kenya,Dispensary,Kikuyu,Muguga,Muguga,Kikuyu,,KABETE,Operational,,,,,,,,Sophia Wanjiru Kamau,Y,N,Y,,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,0,0,,
10655,-1.02791,36.605,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Lari Health Centre,Ministry of Health,Health Centre,Lari,Kirenga,Kirenga,Rukuma,,LARI,Operational,,,,,P.O. Box 124,LIMURU,217,Moses Kiprotich,Y,Y,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,6,5,,
10661,-1.11593,36.6366,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Limuru Health Centre,Ministry of Health,Health Centre,Limuru,Limuru,Limuru,Limuru,,LIMURU,Operational,,,,,P.O. Box 826,LIMURU,217,Josphine W Gatama,Y,N,Y,,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,4,4,,
10662,,,No Geo Code,,12/31/99,Central,Kiambu West,Limuru Nursing Home,Private Medical Enterprise,Nursing home with Maternity,Limuru,Limuru,Limuru,Limuru,,LIMURU,Operational,,,,,,LIMURU,217,Daina Wangui Kirithu,Y,N,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,20,4,,
10666,-1.28,36.6136,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Lussigetti Health Centre,Ministry of Health,Health Centre,Kikuyu,Karai,Karai,Lusigetti,,KABETE,Operational,,,,,P.O. Box 124,LIMURU,217,Irari J N,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,6,6,,
10667,-1.10636,36.6639,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Mabroukie Dispensary,Other Private,Dispensary,Limuru,Karabaine,Karabaine,Limuru,,LIMURU,Operational,,,,,P.O. Box 1,LIMURU,217,Jane Muriira,Y,N,Y,,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
10693,-1.04936,36.6055,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Marira Medical Clinic,Private Medical Enterprise,Medical Clinic - Other,Lari,Gitithia,Gitithia,Mathore,,LARI,Operational,,,,,P.O. Box 20,KIJABE,220,Onesmus Gitabi,Y,Y,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,0,0,,
10735,-1.19928,36.6589,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Most Precious Medical Clinic,Private Medical Enterprise,Medical Clinic - Other,Kikuyu,Muguga,Muguga,Kiambaa,,KABETE,Operational,,,,,P.O. Box 23274,LOWER KABETE,604,Sr Elena,Y,N,N,,N,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
10825,-1.13613,36.72546,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Nazareth Hospital,Kenya Episcopal Conference-Catholic Secretariat,Other Hospital,Limuru,Karabaini,Karabaini,Nairobi,,LIMURU,Operational,,,,,,,,Sr Clara,Y,Y,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,184,84,,
10831,-1.16975,36.5942,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Ndeiya Health Centre,Ministry of Health,Health Centre,Limuru,Ndeiya,Ndreu,Makutano,,LIMURU,Operational,,,,,P.O. Box 120,LIMURU,217,Josphat K Kamiti,Y,N,N,,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,17,3,,
10841,-0.98424,36.70945,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Nduriri (AIC) Dispensary,Christian Health Association of Kenya,Dispensary,Lari,Nyaduma,Gachoire,Gachoire,,LARI,Operational,,,,,P.O. Box 74,KAGWE,223,Regina Mukami,Y,N,Y,,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,4,1,,
10858,-1.06937,36.61712,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Ngarariga Dispensary,Other Faith Based,Dispensary,Limuru,Limuru,Limuru,Limuru,,LIMURU,Operational,,,,,,,,,Y,N,Y,,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,8,3,,
10859,,,No Geo Code,,12/31/99,Central,Kiambu West,Ngarariga Health Centre,Other Faith Based,Health Centre,Limuru,Limuru,Limuru,Limuru,,LIMURU,Operational,,,,,,,,,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
10862,-1.16936,36.6703,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Ngecha Orthodox Dispensary,Christian Health Association of Kenya,Dispensary,Limuru,Ngecha,Ngecha,Ngecha,,LIMURU,Operational,,,,,P.O. Box 91,NGECHA,218,Sarah Nduta,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,0,0,,
10895,-1.20204,36.7031,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Nyathuna Health Centre,Ministry of Health,Health Centre,Kikuyu,Nyathuna,Nyathuna,Ngecha,,KABETE,Operational,,,,,P.O. Box 160,NGECHA,218,Jane Mwangi,Y,Y,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,9,2,,
16490,-1.27427,36.6159,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,ORTHODOX MATERNITY &HEALTH CENTER,Other Faith Based,Health Centre,Kikuyu,Kikuyu,Lusigetti,Kikuyu,,KABETE,Operational,,,,,P.O. Box 1391,KIKUYU,902,Fr. Njoroge,Y,N,Y,,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,11,1,,
10946,-1.22475,36.7318,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Primary Health Medical Clinic,Private Medical Enterprise,Medical Clinic - Other,Kikuyu,Kabete ,Kibichiku,Wangige,,KABETE,Operational,,,,,P.O. Box 21,WANGIGE,614,Ruth Wangui Kamau,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,0,0,,
10951,-0.79062,36.66113,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Ragia Forest Dispensary,Ministry of Health,Dispensary,Lari,Lari,Lari,Lari,,LARI,Operational,,,,,P.O. Box 124,LIMURU,217,Mbugua,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
10952,-1.22949,36.7161,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Ramos Medical Clinic,Private Medical Enterprise,Medical Clinic - Other,Kikuyu,Kabete,Lower Kabete,Wangige,,KABETE,Operational,,,,,,,,Rachael Nyonyo,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,1,1,,
10968,-1.23298,36.6749,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Ruby Medical Clinic.,Private Medical Enterprise,Medical Clinic - Other,Kikuyu,Rungiri,Gitaru,Gitaru,,KABETE,Operational,,,,,P.O. Box 66608,NAIROBI,2,Dr  Kihara,Y,N,Y,,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,10,0,,
11008,-1.16138,36.7596,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Shwak Medical Clinic.,Private Medical Enterprise,Medical Clinic - Other,Kikuyu,Muguga,Kiambaa,Kiambaa,,KABETE,Operational,,,,,P.O. Box 1006,KIKUYU,902,Rachael Wakogi,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
11022,-1.22949,36.7161,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,St Angela Kingeero Clinic,Private Medical Enterprise,Medical Clinic - Other,Limuru,Kabete,Kingeero,Kikuyu,,KABETE,Operational,,,,,,,,Sr Ouida,Y,N,Y,,N,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,10,2,,
11030,-1.11879,36.6235,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,St Charles Lwanga Clinic,Kenya Episcopal Conference-Catholic Secretariat,Medical Clinic - Other,Limuru,Limuru,Kamirithu,Limuru,,LIMURU,Operational,,,,,P.O. Box 451,LIMURU,217,Sr Dionida,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
11063,-1.14461,36.66556,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Central,Kiambu West,St Paul Theological Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Limuru,Tigoni,Ithanji,Limuru,,LIMURU,Operational,,,,,P.O. Private Bag,KABUKU,217,Bernard Ombalo,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,0,0,,
11066,-1.25151,36.7152,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,St Peter's (ACK) Medical Clinic,Christian Health Association of Kenya,Medical Clinic - Other,Lari,Kinoo,Uthiru,Uthiru,,KABETE,Operational,,,,,,,,,Y,N,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,0,0,,
11071,-1.24719,36.6557,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,St Teresa Nursing Home,Private Medical Enterprise,Nursing home with Maternity,Kikuyu,Kikuyu,Kikuyu,Kikuyu,,KABETE,Operational,,,,,P.O. Box 1370,KIKUYU,902,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,24,5,,
11093,-1.18,36.6,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Thigio Dispensary (Kiambu West),Ministry of Health,Dispensary,Kikuyu,Ndeiya,Thigio,Thigio,,KABETE,Operational,,,,,P.O. Box 124,THIGIO,210,Paul M Njenga,Y,N,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,0,0,,
11104,-1.12652,36.67218,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Tigoni District Hospital,Ministry of Health,Primary Hospital,Limuru,Limuru,Limuru,Limuru,,LIMURU,Operational,,,,,P.O. Box 124,LIMURU,217,Dr Makotsi,Y,Y,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,62,20,,
11138,-1.04691,36.6778,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Uplands Dispensary,Ministry of Health,Dispensary,Lari,Lari,Lari,Uplands,,LARI,Operational,,,,,P.O. Box 106,UPLANDS,222,Joseph K Kamau,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,2,1,,
11141,-1.2526,36.7086,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Uthiru Dispensary,Ministry of Health,Dispensary,Kikuyu,Kinoo,Uthiru,Uthiru,,KABETE,Operational,,,,,P.O. Box 124,LIMURU,217,Mary W Thebere,Y,N,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,0,0,,
11170,-1.21737,36.7261,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Kiambu West,Wangige Health Centre,Ministry of Health,Health Centre,Kikuyu,Kabete,Kibiciku,Wangige,,KABETE,Operational,,,,,P.O. Box 124,LIMURU,217,Joyce Gachoki,Y,Y,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,10,0,,
11174,-0.964848,36.6338,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Kiambu West,Wanjoroge Medical Clinic.,Private Medical Enterprise,Medical Clinic - Other,Lari,Kijabe,Bathi,Kimende,,LARI,Operational,,,,,P.O. Box 004,NAIROBI,2,Kezia Wambui Gacuga,Y,N,Y,,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,6,0,,
10001,,,No Geo Code,,12/31/99,Central,Kirinyaga,Abel Migwi Johana Laboratory,Private Medical Enterprise,Laboratory (Stand-alone),Ndia,,,,,NDIA,Operational,,,,,,,10100,,Y,,N,,,,N,N,,,,N,N,Y,,,,,,,,,,,
10004,,,No Geo Code,,12/31/99,Central,Kirinyaga,Abrahams Clinic,Private Medical Enterprise,Medical Clinic - Other,,,,Sagana,,NDIA,Not-Operational,,,,,,,,,,,,,,,N,,,,,,,Y,,,,,,,,,,,
